0,hour,main.humidity,main.temp,rain.1h,snow.1h,wind.speed
2021-02-05,11:57:16,100,9.55,0,0,1.03
2021-02-05,12:59:20,93,11,0,0,2.57
2021-02-05,13:58:41,87,12.45,0,0,2.06
2021-02-05,14:59:08,87,12.45,0,0,1.54
2021-02-05,15:58:46,87,12,0,0,2.06
2021-02-05,16:58:16,93,11,0,0,2.57
2021-02-05,17:59:10,93,11,0,0,1.03
2021-02-05,18:58:55,93,11,0,0,1.54
2021-02-05,19:58:17,93,10.55,0,0,1.54
2021-02-05,21:00:42,93,10.55,0,0,2.06
2021-02-05,21:57:37,93,10.55,0,0,1.54
2021-02-05,22:58:03,100,10,0,0,0.51
2021-02-06,00:02:12,93,10,0,0,1.03
2021-02-06,02:05:56,93,9.55,0,0,0.51
2021-02-06,03:05:32,93,9.55,0,0,1.54
2021-02-06,07:57:09,93,9.55,0.15,0,3.09
2021-02-06,08:57:28,100,9.55,0,0,1.54
2021-02-06,09:58:39,100,10,0,0,3.09
2021-02-06,10:58:31,93,11,0,0,2.06
2021-02-06,11:59:22,93,11,0,0,3.6
2021-02-06,13:00:57,93,11,0,0,3.6
2021-02-06,13:58:38,93,10.55,0,0,5.14
2021-02-06,14:59:47,93,10.55,0,0,5.14
2021-02-06,15:59:16,93,10,0,0,9.26
2021-02-06,16:59:42,93,9,0.12,0,5.66
2021-02-06,17:59:40,93,8.55,0,0,7.72
2021-02-06,18:58:51,100,8,0,0,6.69
2021-02-06,19:58:06,93,7.55,0,0,4.63
2021-02-06,20:58:21,93,7.55,0,0,5.66
2021-02-06,21:57:58,87,6.55,0,0,6.69
2021-02-06,22:58:45,87,6.55,0,0,4.12
2021-02-07,00:01:10,87,6.1,0,0,4.63
2021-02-07,02:06:50,93,5,0,0,3.6
2021-02-07,03:08:53,87,5.55,0,0,2.57
2021-02-07,04:01:12,87,5.1,0,0,3.6
2021-02-07,04:43:20,93,5,0,0,3.09
2021-02-07,05:13:34,87,4.55,0,0,2.57
2021-02-07,05:56:04,93,3.1,0,0,2.06
2021-02-07,06:57:31,87,3.65,0,0,2.57
2021-02-07,07:56:36,87,5.65,0,0,1.54
2021-02-07,08:57:31,87,7.45,0,0,4.12
2021-02-07,09:57:33,81,8.45,0,0,5.14
2021-02-07,10:58:22,87,8.45,0,0,4.63
2021-02-07,11:57:36,87,8.45,0,0,3.6
2021-02-07,12:58:14,93,8.45,0,0,4.63
2021-02-07,13:58:37,87,8.9,0,0,7.2
2021-02-07,14:58:55,81,9,0,0,6.69
2021-02-07,15:58:47,81,8,0,0,4.12
2021-02-07,16:59:27,81,7.55,0,0,2.06
2021-02-07,17:58:34,87,7,0,0,1.54
2021-02-07,18:58:12,87,6.55,0,0,1.54
2021-02-07,19:57:11,87,6,0,0,1.54
2021-02-07,20:58:18,93,5.55,0,0,2.06
2021-02-07,21:57:53,93,5.55,0,0,1.54
2021-02-07,22:58:42,93,5.55,0.33,0,2.57
2021-02-07,23:59:40,93,5.55,0,0,2.57
2021-02-08,02:06:32,87,6.1,0,0,2.06
2021-02-08,03:08:01,93,6.55,0,0,2.57
2021-02-08,04:02:09,93,6.55,0,0,1.54
2021-02-08,04:44:15,93,6.55,0,0,1.54
2021-02-08,05:19:39,100,6.55,0,0,1.54
2021-02-08,05:58:00,100,6.55,0,0,1.03
2021-02-08,07:01:41,100,6.55,0,0,1.03
2021-02-08,07:58:40,93,7.55,0,0,0.51
2021-02-08,08:59:30,81,9.1,0,0,5.14
2021-02-08,09:58:15,93,8.55,0,0,2.57
2021-02-08,10:58:36,87,9.1,0.15,0,3.09
2021-02-08,11:59:39,81,9.1,0,0,5.14
2021-02-08,13:02:38,81,9.1,0,0,3.6
2021-02-08,13:59:46,76,10.1,0,0,4.63
2021-02-08,14:59:18,76,11.1,0,0,4.12
2021-02-08,15:59:29,76,10.55,0,0,5.14
2021-02-08,16:58:59,71,10.1,0,0,3.6
2021-02-08,17:59:20,81,9.55,0,0,5.66
2021-02-08,18:58:53,81,9.1,0,0,5.66
2021-02-08,19:50:12,81,9.1,0,0,5.66
2021-02-08,19:58:35,81,9.1,0,0,5.66
2021-02-08,20:59:30,76,9.55,0,0,5.66
2021-02-08,21:59:24,87,9,0,0,5.66
2021-02-08,22:59:19,87,8.55,0,0,2.57
2021-02-09,00:00:27,81,8.55,0,0,3.09
2021-02-09,02:09:46,93,4.65,0,0,0.51
2021-02-09,03:08:13,93,5.65,0,0,1.54
2021-02-09,04:02:11,93,6,0,0,1.54
2021-02-09,04:44:07,100,5,0,0,2.57
2021-02-09,05:22:35,93,5.55,0,0,1.54
2021-02-09,05:59:12,93,4.55,0,0,0.51
2021-02-09,06:58:11,93,5.1,0,0,4.12
2021-02-09,08:03:30,87,6.55,0,0,2.57
2021-02-09,09:03:11,76,9,0,0,3.09
2021-02-09,10:02:34,66,11,0.18,0,3.6
2021-02-09,10:22:24,71,11,0.21,0,3.6
2021-02-09,11:02:48,81,10,0.24,0,2.06
2021-02-09,12:04:41,87,10,0.24,0,1.54
2021-02-09,12:40:04,87,10,0.37,0,2.06
2021-02-09,13:03:43,93,9.55,0.27,0,1.03
2021-02-09,14:04:21,87,10,0.21,0,1.03
2021-02-09,15:03:39,87,9.55,0,0,1.54
2021-02-09,16:02:30,93,9.45,0,0,1.54
2021-02-09,16:59:51,93,8.55,0,0,1.54
2021-02-09,17:58:34,93,7.55,0,0,0.51
2021-02-09,19:00:16,93,6,0,0,2.65
2021-02-09,19:58:59,100,5.55,0,0,2.06
2021-02-09,20:58:58,76,6.1,0,0,1.03
2021-02-09,21:57:47,87,5.55,0,0,2.57
2021-02-09,22:59:06,81,5.65,0,0,1.54
2021-02-10,00:00:30,87,6.1,0,0,2.06
2021-02-10,02:06:41,87,4.65,0,0,3.09
2021-02-10,03:07:36,87,4.65,0,0,0.51
2021-02-10,04:01:20,87,4.2,0,0,1.03
2021-02-10,05:57:14,87,5.1,0,0,0.51
2021-02-10,06:58:43,93,5.55,0,0,1.03
2021-02-10,07:58:27,87,6.55,0,0,1.03
2021-02-10,08:59:06,93,7,0.8,0,1.03
2021-02-10,09:58:18,93,7,0,0,4.12
2021-02-10,10:58:02,87,7.1,0.15,0,4.12
2021-02-10,11:59:15,93,8,0,0,5.66
2021-02-10,13:02:06,93,7.55,0,0,4.12
2021-02-10,13:58:34,87,8.55,0,0,6.17
2021-02-10,14:59:01,93,8.55,0,0,5.66
2021-02-10,15:59:01,93,8.55,0,0,6.17
2021-02-10,16:58:24,87,8.55,0,0,6.17
2021-02-10,17:58:16,93,8,0,0,4.12
2021-02-10,18:58:16,87,8.55,0,0,3.6
2021-02-10,19:58:54,87,8.55,0,0,4.12
2021-02-10,20:59:52,81,8.55,0,0,3.6
2021-02-10,21:57:54,87,6.65,0,0,2.57
2021-02-10,22:59:48,87,6.65,0,0,2.06
2021-02-11,00:01:23,87,5.65,0,0,1.54
2021-02-11,02:09:06,93,4.55,0,0,2.06
2021-02-11,03:11:03,93,4,0,0,3.09
2021-02-11,04:02:01,93,4,0,0,2.57
2021-02-11,04:47:48,93,3,0,0,3.09
2021-02-11,05:20:46,93,3,0,0,2.57
2021-02-11,05:56:54,87,3.1,0,0,2.57
2021-02-11,06:59:59,93,2.55,0,0,3.09
2021-02-11,07:58:23,81,6.1,0,0,2.06
2021-02-11,08:58:26,71,9.55,0,0,2.57
2021-02-11,09:57:36,62,13,0,0,2.06
2021-02-11,10:58:48,58,14,0,0,2.06
2021-02-11,11:58:14,44,15.55,0,0,1.54
2021-02-11,13:01:50,44,15.55,0,0,1.54
2021-02-11,13:58:08,51,15.45,0,0,1.03
2021-02-11,14:59:05,51,15.1,0,0,0.09
2021-02-11,15:58:12,67,14.55,0,0,1.03
2021-02-11,17:00:43,67,13.55,0,0,1.03
2021-02-11,17:59:15,76,12.1,0,0,1.54
2021-02-11,19:06:53,82,11.1,0,0,3.09
2021-02-11,19:57:39,93,9.55,0,0,2.57
2021-02-11,20:58:57,87,8.65,0,0,2.57
2021-02-11,21:58:30,93,7.65,0,0,1.54
2021-02-11,22:58:52,93,7.65,0,0,0.51
2021-02-12,00:02:01,93,7.1,0,0,1.54
2021-02-12,02:05:44,100,7.1,0,0,2.06
2021-02-12,03:02:00,93,7.65,0,0,1.54
2021-02-12,03:59:56,93,7.55,0,0,2.06
2021-02-12,04:40:34,87,7.65,0,0,3.09
2021-02-12,05:18:56,87,8.1,0,0,1.54
2021-02-12,05:56:04,87,8.1,0.15,0,1.03
2021-02-12,06:59:06,93,8.55,0,0,1.54
2021-02-12,07:09:45,93,8.55,0.18,0,1.54
2021-02-12,07:58:47,94,11.55,0,0,8.75
2021-02-12,08:59:10,100,10.55,0,0,5.14
2021-02-12,09:59:03,94,11.55,0.21,0,5.66
2021-02-12,10:59:38,94,11.55,0,0,5.14
2021-02-12,12:00:35,94,11.55,0,0,7.72
2021-02-12,13:01:45,94,11.55,0,0,7.72
2021-02-12,14:01:11,94,11.55,0,0,8.23
2021-02-12,15:00:56,100,11,0,0,6.69
2021-02-12,15:59:42,93,10.55,0,0,9.26
2021-02-12,16:59:52,93,10,0,0,8.75
2021-02-12,17:58:39,93,9.55,0,0,8.75
2021-02-12,18:58:33,93,9,0,0,5.66
2021-02-12,19:59:21,93,9,0,0,5.14
2021-02-12,20:59:03,93,9,0,0,2.06
2021-02-12,21:58:53,93,9,0,0,1.03
2021-02-12,22:58:26,93,8.55,0,0,1.03
2021-02-13,00:01:47,93,9,0,0,2
2021-02-13,02:06:15,100,9,0,0,2.06
2021-02-13,03:07:20,100,9,0,0,2.06
2021-02-13,04:02:14,100,9,0,0,1.03
2021-02-13,04:45:14,93,8.55,0,0,0.51
2021-02-13,05:19:57,93,8.55,0,0,0.51
2021-02-13,05:57:02,93,8.55,0,0,1.03
2021-02-13,06:58:54,100,8.55,0,0,0.51
2021-02-13,07:58:20,93,9.1,0,0,0.65
2021-02-13,09:00:45,100,10,0,0,1.48
2021-02-13,09:58:18,93,11,0,0,2.06
2021-02-13,11:01:02,82,11.55,0,0,2.57
2021-02-13,12:00:33,76,11.55,0,0,3.09
2021-02-13,12:59:40,76,11.55,0,0,2.57
2021-02-13,13:59:38,67,12.1,0,0,1.54
2021-02-13,15:00:15,67,12.1,0,0,1.54
2021-02-13,15:59:03,71,11.55,0,0,1.54
2021-02-13,16:59:02,82,10.55,0,0,1.03
2021-02-13,17:58:04,87,9.1,0,0,1.54
2021-02-13,18:58:04,87,8.1,0,0,1.54
2021-02-13,19:58:46,93,7.65,0,0,1.54
2021-02-13,20:57:32,93,6.2,0,0,1.54
2021-02-13,21:57:16,100,5.65,0,0,2.06
2021-02-13,22:59:27,93,5.1,0,0,1.54
2021-02-13,23:58:34,100,3.65,0,0,2.06
2021-02-14,02:05:10,100,3.1,0,0,2.06
2021-02-14,03:00:15,93,3.65,0,0,1.54
2021-02-14,03:59:49,100,3.55,0,0,2.06
2021-02-14,04:40:41,100,2.65,0,0,2.57
2021-02-14,05:20:25,93,2.65,0,0,3.09
2021-02-14,05:56:27,93,2.2,0,0,2.57
2021-02-14,06:58:26,93,2.65,0,0,2.06
2021-02-14,07:59:07,93,5.1,0,0,1.03
2021-02-14,08:58:20,71,9.1,0,0,1.54
2021-02-14,09:57:13,67,11.65,0,0,2.06
2021-02-14,10:57:57,55,13.65,0,0,2.57
2021-02-14,11:58:29,55,15.1,0,0,3.09
2021-02-14,13:00:28,59,15.55,0,0,4.12
2021-02-14,13:59:10,59,15.55,0,0,4.12
2021-02-14,14:59:23,59,15.1,0,0,4.12
2021-02-14,15:58:22,62,12.65,0,0,4.63
2021-02-14,16:57:41,76,9.65,0,0,4.12
2021-02-14,17:57:46,76,8.2,0,0,4.12
2021-02-14,18:58:50,81,7.2,0,0,2.57
2021-02-14,19:57:49,76,7.2,0,0,1.54
2021-02-14,20:57:35,81,6.2,0,0,3.09
2021-02-14,21:57:56,87,5.2,0,0,2.06
2021-02-14,22:57:54,87,4.65,0,0,2.06
2021-02-15,00:00:30,87,4.2,0,0,3.09
2021-02-15,02:05:47,87,3.65,0,0,2.57
2021-02-15,03:01:21,87,3.2,0,0,2.06
2021-02-15,03:59:48,87,2.2,0,0,1.54
2021-02-15,04:39:39,93,2.1,0,0,1.54
2021-02-15,05:13:35,93,1.64,0,0,2.06
2021-02-15,05:55:50,93,1.65,0,0,1.54
2021-02-15,06:57:18,93,1.65,0,0,1.03
2021-02-15,07:57:38,93,3.46,0,0,1.03
2021-02-15,08:58:51,71,8.2,0,0,2.06
2021-02-15,09:58:29,66,10.65,0,0,1.54
2021-02-15,10:58:22,62,12.65,0,0,2.06
2021-02-15,11:59:28,59,14.65,0,0,2.06
2021-02-15,13:00:43,51,15.55,0,0,3.09
2021-02-15,13:59:40,55,15.1,0,0,3.09
2021-02-15,14:59:53,58,14.55,0,0,4.12
2021-02-15,15:56:36,62,13.55,0,0,3.6
2021-02-15,16:59:33,67,11.65,0,0,2.57
2021-02-15,17:59:48,76,9.65,0,0,2.57
2021-02-15,18:58:13,71,9.2,0,0,2.06
2021-02-15,19:58:46,81,7.65,0,0,2.57
2021-02-15,20:58:05,87,6.2,0,0,1.54
2021-02-15,21:58:09,87,5.65,0,0,2.06
2021-02-15,22:53:50,93,4.65,0,0,2.06
2021-02-16,00:01:22,93,4.1,0,0,1.54
2021-02-16,02:07:54,93,3.1,0,0,1.03
2021-02-16,03:07:22,93,3.55,0,0,1.54
2021-02-16,04:01:18,93,4,0,0,1.54
2021-02-16,04:44:09,93,3.45,0,0,1.03
2021-02-16,05:18:59,93,3,0,0,1.81
2021-02-16,05:56:13,93,3,0,0,1.03
2021-02-16,06:58:38,93,2.55,0,0,3.09
2021-02-16,07:59:35,81,6.55,0,0,2.57
2021-02-16,08:59:46,62,12.55,0,0,2.06
2021-02-16,09:59:34,58,15.9,0,0,1.54
2021-02-16,10:59:31,55,16,0,0,2.57
2021-02-16,11:59:00,42,20,0,0,3.6
2021-02-16,13:01:37,55,18.8,0,0,5.66
2021-02-16,14:02:01,48,17,0,0,10.29
2021-02-16,14:59:20,67,14.45,0,0,9.77
2021-02-16,15:58:15,67,13,0,0,6.17
2021-02-16,16:58:15,76,12,0,0,2.57
2021-02-16,17:58:11,76,10.55,0,0,2.57
2021-02-16,18:58:23,82,10.1,0,0,1.54
2021-02-16,19:58:34,87,8.65,0,0,2.06
2021-02-16,20:58:58,81,8.65,0,0,1.54
2021-02-16,21:57:58,93,8.1,0,0,1.03
2021-02-16,23:00:50,93,7.65,0,0,1.54
2021-02-17,00:00:55,93,7.55,0,0,1.03
2021-02-17,02:05:27,93,6.55,0,0,2.06
2021-02-17,03:07:13,100,5.55,0,0,1.03
2021-02-17,04:01:44,93,5.1,0,0,2.57
2021-02-17,04:47:01,93,4.1,0,0,1.03
2021-02-17,05:13:35,93,4.1,0,0,1.54
2021-02-17,05:57:48,93,4.1,0,0,1.54
2021-02-17,06:59:00,100,4.65,0,0,2.57
2021-02-17,07:58:36,81,8.65,0,0,3.09
2021-02-17,08:59:40,71,12,0,0,3.09
2021-02-17,09:59:00,59,15.55,0,0,2.06
2021-02-17,10:58:46,48,17.55,0,0,2.06
2021-02-17,11:59:08,45,18.65,0,0,1.54
2021-02-17,13:00:27,45,18.55,0,0,2.57
2021-02-17,13:59:07,42,19.1,0,0,1.03
2021-02-17,15:00:28,45,18.55,0,0,1.54
2021-02-17,15:59:30,55,17.55,0,0,1.03
2021-02-17,17:00:18,59,15.55,0,0,2.06
2021-02-17,17:59:03,58,13.2,0,0,3.09
2021-02-17,18:59:03,71,11.55,0,0,0.51
2021-02-17,19:58:25,76,10.2,0,0,1.54
2021-02-18,01:00:00,82,6.40000000000003,0,0,2
2021-02-18,04:00:00,77,7.60000000000002,0,0,2.1
2021-02-18,07:00:00,50,12.2,0,0,3.1
2021-02-18,10:00:00,27,17.2,0,0,5.1
2021-02-18,13:00:00,32,20.1,0,0,2.2
2021-02-18,16:00:00,40,18.8,0,0,2.6
2021-02-18,19:00:00,82,11.6,0,0,3.4
2021-02-18,22:00:00,85,10.6,0,0,0.6
2021-02-19,01:00:00,95,6.60000000000002,0,0,0.5
2021-02-19,04:00:00,97,4.30000000000001,0,0,1.5
2021-02-19,07:00:00,93,2.80000000000001,0,0,1.5
2021-02-19,10:00:00,79,9.20000000000005,0,0,0.8
2021-02-19,13:00:00,63,15,0,0,2.4
2021-02-19,16:00:00,45,18.3,0,0,3.4
2021-02-19,19:00:00,67,13.7,0,0,1.6
2021-02-19,22:00:00,94,7.10000000000002,0,0,1.1
2021-02-20,01:00:00,94,5.10000000000002,0,0,1.3
2021-02-20,04:00:00,96,3.30000000000001,0,0,1.2
2021-02-20,07:00:00,96,3.40000000000003,0,0,1.1
2021-02-20,10:00:00,84,8.80000000000001,0,0,2.8
2021-02-20,13:00:00,66,14.6,0,0,2.3
2021-02-20,16:00:00,65,17.4,0,0,4.7
2021-02-20,19:00:00,77,11.7,0,0,1.6
2021-02-20,22:00:00,90,8.80000000000001,0,0,1.5
2021-02-21,01:00:00,18,20.5,-0.1,0,12.2
2021-02-21,04:00:00,81,8.70000000000005,-0.1,0,5.5
2021-02-21,07:00:00,86,7.70000000000005,-0.1,0,1
2021-02-21,10:00:00,91,7.20000000000005,0,0,1.8
2021-02-21,13:00:00,61,13.4,0,0,2.6
2021-02-21,16:00:00,54,15.5,0,0,2.9
2021-02-21,19:00:00,61,14,0,0,2.5
2021-02-21,22:00:00,72,11.5,0,0,1.2
2021-02-22,01:00:00,82,10.2,0,0,2.8
2021-02-22,04:00:00,95,9.90000000000003,-0.1,0,2.5
2021-02-22,07:00:00,96,7.90000000000003,0.4,0,4.6
2021-02-22,10:00:00,83,8.80000000000001,0.6,0,3.4
2021-02-22,13:00:00,80,9.70000000000005,0.4,0,5.2
2021-02-22,16:00:00,83,9.70000000000005,0.8,0,4.2
2021-02-22,19:00:00,86,8.40000000000003,0.6,0,2.3
2021-02-22,22:00:00,93,7.20000000000005,0,0,1.4
2021-02-23,01:00:00,96,6.5,0,0,1.3
2021-02-23,04:00:00,93,5.80000000000001,0,0,1.5
2021-02-23,07:00:00,99,2.80000000000001,0,0,1.9
2021-02-23,10:00:00,87,8.30000000000001,0,0,0.7
2021-02-23,13:00:00,60,15.1,0,0,3
2021-02-23,16:00:00,55,16,0,0,2
2021-02-23,19:00:00,76,12.4,0,0,0.9
2021-02-23,22:00:00,90,7.30000000000001,0,0,1.1
2021-02-24,01:00:00,86,7.10000000000002,0,0,2.1
2021-02-24,04:00:00,94,4.90000000000003,0,0,1.5
2021-02-24,07:00:00,95,3,0,0,1.1
2021-02-24,10:00:00,84,8.70000000000005,0,0,1.4
2021-02-24,13:00:00,58,16.5,0,0,2.6
2021-02-24,16:00:00,53,19.4,0,0,2.8
2021-02-24,19:00:00,69,15.3,0,0,0.8
2021-02-24,22:00:00,90,8.5,0,0,1.4
2021-02-25,01:00:00,85,5.70000000000005,0,0,1.5
2021-02-25,04:00:00,74,5.40000000000003,0,0,0.6
2021-02-25,07:00:00,78,3.60000000000002,0,0,1.2
2021-02-25,10:00:00,85,8.30000000000001,0,0,0.5
2021-02-25,13:00:00,59,15.2,0,0,2.3
2021-02-25,16:00:00,60,16.1,0,0,3.8
2021-02-25,19:00:00,79,11.2,0,0,3.7
2021-02-25,22:00:00,89,8.10000000000002,0,0,2.1
2021-02-26,01:00:00,93,6.70000000000005,0,0,1.6
2021-02-26,04:00:00,94,5.5,0,0,1.6
2021-02-26,07:00:00,97,4,0,0,0.7
2021-02-26,10:00:00,100,7.70000000000005,0,0,1.3
2021-02-26,13:00:00,86,10.8,0,0,1.5
2021-02-26,16:00:00,73,13.7,0,0,2.8
2021-02-26,19:00:00,90,10.1,0,0,2.7
2021-02-26,22:00:00,93,9.20000000000005,0,0,1.1
2021-02-27,01:00:00,96,8.70000000000005,0,0,3
2021-02-27,04:00:00,96,8.5,0,0,0.7
2021-02-27,07:00:00,97,8.10000000000002,0,0,0.8
2021-02-27,10:00:00,99,7.70000000000005,0,0,2.4
2021-02-27,13:00:00,75,11,0,0,1.3
2021-02-27,16:00:00,59,12.2,0,0,1.3
2021-02-27,19:00:00,74,9.5,0,0,2.6
2021-02-27,22:00:00,85,6.70000000000005,0,0,1
2021-02-28,01:00:00,88,5.20000000000005,0,0,1.1
2021-02-28,04:00:00,92,2.60000000000002,0,0,2
2021-02-28,07:00:00,93,2.70000000000005,0,0,1.7
2021-02-28,10:00:00,75,8.30000000000001,0,0,0.7
2021-02-28,13:00:00,66,11.1,0,0,2.8
2021-02-28,16:00:00,61,12.9,0,0,3.1
2021-02-28,19:00:00,70,11.4,0,0,3.1
2021-02-28,22:00:00,93,6,0,0,0.7
2021-03-01,01:00:00,95,4.40000000000003,0,0,1.1
2021-03-01,04:00:00,98,2.60000000000002,0,0,1.3
2021-03-01,07:00:00,93,2.10000000000002,0,0,2.3
2021-03-01,10:00:00,69,10.4,0,0,1.1
2021-03-01,13:00:00,61,14,0,0,3
2021-03-01,16:00:00,54,14.2,0,0,2
2021-03-01,19:00:00,71,12,0,0,1.1
2021-03-01,22:00:00,92,6.90000000000003,0,0,1.6
2021-03-02,01:00:00,91,6.40000000000003,0,0,2
2021-03-02,04:00:00,89,6.5,0,0,2
2021-03-02,07:00:00,85,7.10000000000002,0,0,2.6
2021-03-02,10:00:00,76,11.6,0,0,0.9
2021-03-02,13:00:00,52,16.9,0,0,2.2
2021-03-02,16:00:00,62,16.2,0,0,3.6
2021-03-02,19:00:00,75,12.5,0,0,2.2
2021-03-02,22:00:00,90,9.10000000000002,0,0,1.9
2021-03-03,01:00:00,89,8.90000000000003,0,0,1.5
2021-03-03,04:00:00,92,8.10000000000002,0,0,2.4
2021-03-03,07:00:00,90,7.80000000000001,0,0,1.6
2021-03-03,10:00:00,89,9.40000000000003,0,0,0
2021-03-03,13:00:00,57,15.1,0,0,2.8
2021-03-03,16:00:00,56,15.4,0,0,3.4
2021-03-03,19:00:00,65,12.7,0,0,1.2
2021-03-03,22:00:00,89,7.30000000000001,0,0,1.6
2021-03-04,01:00:00,90,6.70000000000005,0,0,2.5
2021-03-04,04:00:00,84,7.80000000000001,0,0,3.1
2021-03-04,07:00:00,89,5.80000000000001,0,0,2.5
2021-03-04,10:00:00,68,12,0,0,1.8
2021-03-04,13:00:00,51,16.6,0,0,2.8
2021-03-04,16:00:00,52,16.7,0,0,3.7
2021-03-04,19:00:00,63,14.1,0,0,1.5
2021-03-04,22:00:00,74,12.5,0,0,0.5
2021-03-05,01:00:00,86,9.60000000000002,0,0,1.1
2021-03-05,04:00:00,88,8.90000000000003,0,0,1
2021-03-05,07:00:00,92,7.70000000000005,0,0,1.8
2021-03-05,10:00:00,85,11,0,0,1.9
2021-03-05,13:00:00,78,13.3,0,0,3.3
2021-03-05,16:00:00,70,13.9,0,0,4.7
2021-03-05,19:00:00,78,12.1,0,0,2.8
2021-03-05,22:00:00,84,9.20000000000005,-0.1,0,6.1
2021-03-06,01:00:00,89,8.20000000000005,-0.1,0,3.5
2021-03-06,04:00:00,93,7.80000000000001,-0.1,0,3.4
2021-03-06,07:00:00,90,6.30000000000001,-0.1,0,3.1
2021-03-06,10:00:00,85,7,0,0,2.5
2021-03-06,13:00:00,76,7.90000000000003,0,0,2.3
2021-03-06,16:00:00,75,8.5,0,0,1.4
2021-03-06,19:00:00,75,8.10000000000002,0,0,0.7
2021-03-06,22:00:00,82,7.5,0,0,0
2021-03-07,01:00:00,88,6.80000000000001,0,0,0.8
2021-03-07,04:00:00,91,6.70000000000005,0,0,0.7
2021-03-07,07:00:00,93,6.5,0,0,1.4
2021-03-07,10:00:00,91,6.90000000000003,0,0,1.3
2021-03-07,13:00:00,71,10.6,0,0,3
2021-03-07,16:00:00,66,10.5,0,0,1.9
2021-03-07,19:00:00,76,9.5,-0.1,0,1.7
2021-03-07,22:00:00,92,8,-0.1,0,1.7
2021-03-08,01:00:00,95,7.20000000000005,0,0,2.5
2021-03-08,04:00:00,95,6.70000000000005,-0.1,0,1.2
2021-03-08,07:00:00,98,6.70000000000005,0.2,0,0.8
2021-03-08,10:00:00,97,6.70000000000005,0.6,0,2.8
2021-03-08,13:00:00,92,7,0.4,0,3.5
2021-03-08,16:00:00,95,6.60000000000002,0.4,0,3.4
2021-03-08,19:00:00,95,6.20000000000005,0.4,0,2.5
2021-03-08,22:00:00,94,6.30000000000001,0.2,0,2.1
2021-03-09,01:00:00,95,6.40000000000003,0.2,0,4
2021-03-09,04:00:00,90,6.10000000000002,0.2,0,3.1
2021-03-09,07:00:00,94,5.70000000000005,0.6,0,3.9
2021-03-09,10:00:00,94,5.80000000000001,0.6,0,2.2
2021-03-09,13:00:00,81,6.60000000000002,-0.1,0,3
2021-03-09,16:00:00,69,6.90000000000003,-0.1,0,2.9
2021-03-09,19:00:00,82,5.5,0,0,1
2021-03-09,22:00:00,88,5.30000000000001,0,0,1.4
2021-03-10,01:00:00,93,4,0,0,1.6
2021-03-10,04:00:00,97,0.400000000000034,0,0,1.2
2021-03-10,07:00:00,96,-0.599999999999966,0,0,1.1
2021-03-10,10:00:00,75,6.80000000000001,0,0,1.4
2021-03-10,13:00:00,56,11.6,0,0,1.9
2021-03-10,16:00:00,45,14.4,0,0,2.5
2021-03-10,19:00:00,52,11.9,0,0,1
2021-03-10,22:00:00,76,8.70000000000005,0,0,1.4
2021-03-11,01:00:00,80,9.5,0,0,2.5
2021-03-11,04:00:00,80,9.20000000000005,0,0,2.3
2021-03-11,07:00:00,83,6.30000000000001,0,0,0.6
2021-03-11,10:00:00,51,14.5,0,0,3.1
2021-03-11,13:00:00,49,18.3,0,0,2
2021-03-11,16:00:00,49,18.1,0,0,4.8
2021-03-11,19:00:00,94,10.5,0.8,0,8.3
2021-03-11,22:00:00,93,9.30000000000001,1.8,0,5.9
2021-03-12,01:00:00,75,9.20000000000005,1.2,0,3.6
2021-03-12,04:00:00,80,8.5,0.2,0,1.3
2021-03-12,07:00:00,95,7,0.2,0,2.1
2021-03-12,10:00:00,82,7.80000000000001,0.2,0,5.6
2021-03-12,13:00:00,80,8.10000000000002,0.2,0,5.1
2021-03-12,16:00:00,71,10.2,1,0,5.7
2021-03-12,19:00:00,82,7.80000000000001,0.8,0,4.2
2021-03-12,22:00:00,64,7.40000000000003,-0.1,0,3.8
2021-03-13,01:00:00,83,3.20000000000005,0,0,3.5
2021-03-13,04:00:00,82,2,0,0,3.3
2021-03-13,07:00:00,78,2.60000000000002,0,0,3.4
2021-03-13,10:00:00,61,10.4,0,0,5.4
2021-03-13,13:00:00,45,14,0,0,8.2
2021-03-13,16:00:00,44,14.4,0,0,10.7
2021-03-13,19:00:00,60,10.6,0,0,5.4
2021-03-13,22:00:00,72,9.70000000000005,-0.1,0,6.2
2021-03-14,01:00:00,81,9,0.4,0,6.9
2021-03-14,04:00:00,94,7.60000000000002,4.6,0,5.3
2021-03-14,07:00:00,88,7.20000000000005,5.4,0,7.1
2021-03-14,10:00:00,79,8.5,1.4,0,6.4
2021-03-14,13:00:00,83,8.90000000000003,0.6,0,5.5
2021-03-14,16:00:00,76,10.1,0.8,0,6.3
2021-03-14,19:00:00,88,7.10000000000002,2.2,0,4.3
2021-03-14,22:00:00,81,5.90000000000003,2.6,0,3.4
2021-03-15,01:00:00,88,5.5,0.8,0,2.7
2021-03-15,04:00:00,85,5.30000000000001,-0.1,0,2.5
2021-03-15,07:00:00,89,4.70000000000005,-0.1,0,3.3
2021-03-15,10:00:00,72,8.30000000000001,-0.1,0,4
2021-03-15,13:00:00,77,10.1,0,0,6.9
2021-03-15,16:00:00,85,9.40000000000003,-0.1,0,5.2
2021-03-15,19:00:00,80,9.20000000000005,-0.1,0,6.2
2021-03-15,22:00:00,87,8.10000000000002,-0.1,0,5
